Domain,Area,Element,Months,Year,Value
Temperature change,Africa,Temperature change,February,1998,1.328
Temperature change,Africa,Temperature change,February,1999,0.363
Temperature change,Africa,Temperature change,February,2000,-0.313
Temperature change,Africa,Temperature change,February,2001,-0.051
Temperature change,Africa,Temperature change,February,2002,0.672
Temperature change,Africa,Temperature change,February,2003,0.919
Temperature change,Africa,Temperature change,February,2004,0.662
Temperature change,Africa,Temperature change,February,2005,1.538
Temperature change,Africa,Temperature change,February,2006,0.987
Temperature change,Africa,Temperature change,February,2007,1.035
Temperature change,Africa,Temperature change,February,2008,0.138
Temperature change,Africa,Temperature change,February,2009,0.932
Temperature change,Africa,Temperature change,February,2010,2.41
Temperature change,Africa,Temperature change,February,2011,0.627
Temperature change,Africa,Temperature change,February,2012,0.22
Temperature change,Africa,Temperature change,February,2013,1.1
Temperature change,Africa,Temperature change,February,2014,0.668
Temperature change,Africa,Temperature change,February,2015,0.981
Temperature change,Africa,Temperature change,February,2016,1.274
Temperature change,Africa,Temperature change,February,2017,0.806
Temperature change,Africa,Temperature change,February,2018,1.276
Temperature change,Africa,Temperature change,February,2019,0.644
Temperature change,Africa,Temperature change,February,2020,0.957
Temperature change,Africa,Temperature change,March,1990,-0.004
Temperature change,Africa,Temperature change,March,1991,0.519
Temperature change,Africa,Temperature change,March,1992,0.398
Temperature change,Africa,Temperature change,March,1993,0.151
Temperature change,Africa,Temperature change,March,1994,0.697
Temperature change,Africa,Temperature change,March,1995,0.608
Temperature change,Africa,Temperature change,March,1996,0.57
Temperature change,Africa,Temperature change,March,1997,0.154
Temperature change,Africa,Temperature change,March,1998,0.62
Temperature change,Africa,Temperature change,March,1999,0.623
Temperature change,Africa,Temperature change,March,2000,0.346
Temperature change,Africa,Temperature change,March,2001,1.292
Temperature change,Africa,Temperature change,March,2002,1.061
Temperature change,Africa,Temperature change,March,2003,0.809
Temperature change,Africa,Temperature change,March,2004,0.886
Temperature change,Africa,Temperature change,March,2005,1.584
Temperature change,Africa,Temperature change,March,2006,0.86
Temperature change,Africa,Temperature change,March,2007,0.802
Temperature change,Africa,Temperature change,March,2008,0.957
Temperature change,Africa,Temperature change,March,2009,0.742
Temperature change,Africa,Temperature change,March,2010,1.693
Temperature change,Africa,Temperature change,March,2011,1.166
Temperature change,Africa,Temperature change,March,2012,0.509
Temperature change,Africa,Temperature change,March,2013,1.801
Temperature change,Africa,Temperature change,March,2014,0.8
Temperature change,Africa,Temperature change,March,2015,1.051
Temperature change,Africa,Temperature change,March,2016,1.841
Temperature change,Africa,Temperature change,March,2017,0.984
Temperature change,Africa,Temperature change,March,2018,1.529
Temperature change,Africa,Temperature change,March,2019,1.261
Temperature change,Africa,Temperature change,March,2020,1.248
Temperature change,Africa,Temperature change,April,1990,0.798
Temperature change,Africa,Temperature change,April,1991,0.268
Temperature change,Africa,Temperature change,April,1992,0.63
Temperature change,Africa,Temperature change,April,1993,0.533
Temperature change,Africa,Temperature change,April,1994,0.637
Temperature change,Africa,Temperature change,April,1995,0.406
Temperature change,Africa,Temperature change,April,1996,0.461
Temperature change,Africa,Temperature change,April,1997,-0.021
Temperature change,Africa,Temperature change,April,1998,1.893
Temperature change,Africa,Temperature change,April,1999,0.959
Temperature change,Africa,Temperature change,April,2000,1.141
Temperature change,Africa,Temperature change,April,2001,0.977
Temperature change,Africa,Temperature change,April,2002,1.055
Temperature change,Africa,Temperature change,April,2003,1.305
Temperature change,Africa,Temperature change,April,2004,0.823
Temperature change,Africa,Temperature change,April,2005,1.372
Temperature change,Africa,Temperature change,April,2006,1.059
Temperature change,Africa,Temperature change,April,2007,1.114
Temperature change,Africa,Temperature change,April,2008,0.625
Temperature change,Africa,Temperature change,April,2009,0.771
Temperature change,Africa,Temperature change,April,2010,2.097
Temperature change,Africa,Temperature change,April,2011,1.159
Temperature change,Africa,Temperature change,April,2012,0.944
Temperature change,Africa,Temperature change,April,2013,0.995
Temperature change,Africa,Temperature change,April,2014,1.168
Temperature change,Africa,Temperature change,April,2015,0.846
Temperature change,Africa,Temperature change,April,2016,2.046
Temperature change,Africa,Temperature change,April,2017,1.281
Temperature change,Africa,Temperature change,April,2018,1.175
Temperature change,Africa,Temperature change,April,2019,1.578
Temperature change,Africa,Temperature change,April,2020,1.562
Temperature change,Africa,Temperature change,May,1990,0.585
Temperature change,Africa,Temperature change,May,1991,0.042
Temperature change,Africa,Temperature change,May,1992,0.187
Temperature change,Africa,Temperature change,May,1993,0.536
Temperature change,Africa,Temperature change,May,1994,0.795
Temperature change,Africa,Temperature change,May,1995,0.795
Temperature change,Africa,Temperature change,May,1996,0.77
Temperature change,Africa,Temperature change,May,1997,0.191
Temperature change,Africa,Temperature change,May,1998,1.09
Temperature change,Africa,Temperature change,May,1999,0.987
Temperature change,Africa,Temperature change,May,2000,0.85
Temperature change,Africa,Temperature change,May,2001,0.899
Temperature change,Africa,Temperature change,May,2002,1.14
Temperature change,Africa,Temperature change,May,2003,1.15
Temperature change,Africa,Temperature change,May,2004,0.779
Temperature change,Africa,Temperature change,May,2005,1.172
Temperature change,Africa,Temperature change,May,2006,0.525
Temperature change,Africa,Temperature change,May,2007,1.06
Temperature change,Africa,Temperature change,May,2008,1.015
Temperature change,Africa,Temperature change,May,2009,0.879
Temperature change,Africa,Temperature change,May,2010,1.549
Temperature change,Africa,Temperature change,May,2011,1.1
Temperature change,Africa,Temperature change,May,2012,1.066
Temperature change,Africa,Temperature change,May,2013,1.163
Temperature change,Africa,Temperature change,May,2014,1.103
Temperature change,Africa,Temperature change,May,2015,1.563
Temperature change,Africa,Temperature change,May,2016,1.38
Temperature change,Africa,Temperature change,May,2017,1.513
Temperature change,Africa,Temperature change,May,2018,1.266
Temperature change,Africa,Temperature change,May,2019,1.619
Temperature change,Africa,Temperature change,May,2020,1.644
Temperature change,Africa,Temperature change,June,1990,0.98
Temperature change,Africa,Temperature change,June,1991,0.699
Temperature change,Africa,Temperature change,June,1992,0.478
Temperature change,Africa,Temperature change,June,1993,0.706
Temperature change,Africa,Temperature change,June,1994,0.433
Temperature change,Africa,Temperature change,June,1995,0.996
Temperature change,Africa,Temperature change,June,1996,0.344
Temperature change,Africa,Temperature change,June,1997,0.983
Temperature change,Africa,Temperature change,June,1998,1.086
Temperature change,Africa,Temperature change,June,1999,1.217
Temperature change,Africa,Temperature change,June,2000,0.697
Temperature change,Africa,Temperature change,June,2001,0.629
Temperature change,Africa,Temperature change,June,2002,0.713
Temperature change,Africa,Temperature change,June,2003,0.787
Temperature change,Africa,Temperature change,June,2004,0.67
Temperature change,Africa,Temperature change,June,2005,0.886
Temperature change,Africa,Temperature change,June,2006,0.986
Temperature change,Africa,Temperature change,June,2007,0.896
Temperature change,Africa,Temperature change,June,2008,0.876
Temperature change,Africa,Temperature change,June,2009,1.425
Temperature change,Africa,Temperature change,June,2010,1.164
Temperature change,Africa,Temperature change,June,2011,1.059
Temperature change,Africa,Temperature change,June,2012,1.048
Temperature change,Africa,Temperature change,June,2013,1.016
Temperature change,Africa,Temperature change,June,2014,1.226
Temperature change,Africa,Temperature change,June,2015,1.165
Temperature change,Africa,Temperature change,June,2016,1.463
Temperature change,Africa,Temperature change,June,2017,1.465
Temperature change,Africa,Temperature change,June,2018,1.135
Temperature change,Africa,Temperature change,June,2019,1.517
Temperature change,Africa,Temperature change,June,2020,1.52
Temperature change,Africa,Temperature change,July,1990,0.464
Temperature change,Africa,Temperature change,July,1991,0.352
Temperature change,Africa,Temperature change,July,1992,0.035
Temperature change,Africa,Temperature change,July,1993,0.767
Temperature change,Africa,Temperature change,July,1994,0.212
Temperature change,Africa,Temperature change,July,1995,0.917
Temperature change,Africa,Temperature change,July,1996,0.453
Temperature change,Africa,Temperature change,July,1997,0.741
Temperature change,Africa,Temperature change,July,1998,1.198
Temperature change,Africa,Temperature change,July,1999,0.747
Temperature change,Africa,Temperature change,July,2000,0.62
Temperature change,Africa,Temperature change,July,2001,0.716
Temperature change,Africa,Temperature change,July,2002,1.5
Temperature change,Africa,Temperature change,July,2003,0.976
Temperature change,Africa,Temperature change,July,2004,0.726
Temperature change,Africa,Temperature change,July,2005,1.026
Temperature change,Africa,Temperature change,July,2006,1.211
Temperature change,Africa,Temperature change,July,2007,0.878
Temperature change,Africa,Temperature change,July,2008,1.044
Temperature change,Africa,Temperature change,July,2009,1.132
Temperature change,Africa,Temperature change,July,2010,1.132
Temperature change,Africa,Temperature change,July,2011,1.148
Temperature change,Africa,Temperature change,July,2012,0.908
Temperature change,Africa,Temperature change,July,2013,0.938
Temperature change,Africa,Temperature change,July,2014,1.445
Temperature change,Africa,Temperature change,July,2015,1.613
Temperature change,Africa,Temperature change,July,2016,1.156
Temperature change,Africa,Temperature change,July,2017,1.51
Temperature change,Africa,Temperature change,July,2018,1.395
Temperature change,Africa,Temperature change,July,2019,1.677
Temperature change,Africa,Temperature change,July,2020,1.338
Temperature change,Africa,Temperature change,August,1990,0.612
Temperature change,Africa,Temperature change,August,1991,0.352
Temperature change,Africa,Temperature change,August,1992,0.036
Temperature change,Africa,Temperature change,August,1993,0.623
Temperature change,Africa,Temperature change,August,1994,0.386
Temperature change,Africa,Temperature change,August,1995,1.123
Temperature change,Africa,Temperature change,August,1996,0.676
Temperature change,Africa,Temperature change,August,1997,1.056
Temperature change,Africa,Temperature change,August,1998,0.936
Temperature change,Africa,Temperature change,August,1999,0.628
Temperature change,Africa,Temperature change,August,2000,0.511
Temperature change,Africa,Temperature change,August,2001,0.833
Temperature change,Africa,Temperature change,August,2002,1.203
Temperature change,Africa,Temperature change,August,2003,0.819
Temperature change,Africa,Temperature change,August,2004,1.163
Temperature change,Africa,Temperature change,August,2005,1.207
Temperature change,Africa,Temperature change,August,2006,0.928
Temperature change,Africa,Temperature change,August,2007,0.715
Temperature change,Africa,Temperature change,August,2008,0.996
Temperature change,Africa,Temperature change,August,2009,1.141
Temperature change,Africa,Temperature change,August,2010,1.039
Temperature change,Africa,Temperature change,August,2011,0.933
Temperature change,Africa,Temperature change,August,2012,0.894
Temperature change,Africa,Temperature change,August,2013,0.613
Temperature change,Africa,Temperature change,August,2014,1.145
Temperature change,Africa,Temperature change,August,2015,1.651
Temperature change,Africa,Temperature change,August,2016,1.224
Temperature change,Africa,Temperature change,August,2017,1.264
Temperature change,Africa,Temperature change,August,2018,1.251
Temperature change,Africa,Temperature change,August,2019,1.514
Temperature change,Africa,Temperature change,August,2020,1.329
Temperature change,Africa,Temperature change,September,1990,0.636
Temperature change,Africa,Temperature change,September,1991,0.53
Temperature change,Africa,Temperature change,September,1992,0.261
Temperature change,Africa,Temperature change,September,1993,0.582
Temperature change,Africa,Temperature change,September,1994,0.46
Temperature change,Africa,Temperature change,September,1995,0.871
Temperature change,Africa,Temperature change,September,1996,0.654
Temperature change,Africa,Temperature change,September,1997,1.122
Temperature change,Africa,Temperature change,September,1998,0.948
Temperature change,Africa,Temperature change,September,1999,0.423
Temperature change,Africa,Temperature change,September,2000,0.704
Temperature change,Africa,Temperature change,September,2001,0.839
Temperature change,Africa,Temperature change,September,2002,1.194
Temperature change,Africa,Temperature change,September,2003,0.966
Temperature change,Africa,Temperature change,September,2004,0.672
Temperature change,Africa,Temperature change,September,2005,1.018
Temperature change,Africa,Temperature change,September,2006,0.717
Temperature change,Africa,Temperature change,September,2007,0.933
Temperature change,Africa,Temperature change,September,2008,1.001
Temperature change,Africa,Temperature change,September,2009,1.074
Temperature change,Africa,Temperature change,September,2010,1.005
Temperature change,Africa,Temperature change,September,2011,1.101
Temperature change,Africa,Temperature change,September,2012,0.699
Temperature change,Africa,Temperature change,September,2013,0.93
Temperature change,Africa,Temperature change,September,2014,1.043
Temperature change,Africa,Temperature change,September,2015,1.394
Temperature change,Africa,Temperature change,September,2016,1.346
Temperature change,Africa,Temperature change,September,2017,1.493
Temperature change,Africa,Temperature change,September,2018,1.309
Temperature change,Africa,Temperature change,September,2019,1.375
Temperature change,Africa,Temperature change,September,2020,1.257
Temperature change,Africa,Temperature change,October,1990,0.94
Temperature change,Africa,Temperature change,October,1991,0.223
Temperature change,Africa,Temperature change,October,1992,0.479
Temperature change,Africa,Temperature change,October,1993,0.868
Temperature change,Africa,Temperature change,October,1994,0.335
Temperature change,Africa,Temperature change,October,1995,0.611
Temperature change,Africa,Temperature change,October,1996,0.334
Temperature change,Africa,Temperature change,October,1997,0.792
Temperature change,Africa,Temperature change,October,1998,0.772
Temperature change,Africa,Temperature change,October,1999,0.414
Temperature change,Africa,Temperature change,October,2000,0.248
Temperature change,Africa,Temperature change,October,2001,0.801
Temperature change,Africa,Temperature change,October,2002,0.756
Temperature change,Africa,Temperature change,October,2003,1.45
Temperature change,Africa,Temperature change,October,2004,1.225
Temperature change,Africa,Temperature change,October,2005,1.03
Temperature change,Africa,Temperature change,October,2006,1.049
Temperature change,Africa,Temperature change,October,2007,0.851
Temperature change,Africa,Temperature change,October,2008,0.855
Temperature change,Africa,Temperature change,October,2009,1.034
Temperature change,Africa,Temperature change,October,2010,1.364
Temperature change,Africa,Temperature change,October,2011,0.597
Temperature change,Africa,Temperature change,October,2012,1.236
Temperature change,Africa,Temperature change,October,2013,0.852
Temperature change,Africa,Temperature change,October,2014,0.92
Temperature change,Africa,Temperature change,October,2015,1.988
Temperature change,Africa,Temperature change,October,2016,1.862
Temperature change,Africa,Temperature change,October,2017,1.01
Temperature change,Africa,Temperature change,October,2018,1.215
Temperature change,Africa,Temperature change,October,2019,1.351
Temperature change,Africa,Temperature change,October,2020,1.447
Temperature change,Africa,Temperature change,November,1990,1.153
Temperature change,Africa,Temperature change,November,1991,0.253
Temperature change,Africa,Temperature change,November,1992,-0.033
Temperature change,Africa,Temperature change,November,1993,0.868
Temperature change,Africa,Temperature change,November,1994,0.315
Temperature change,Africa,Temperature change,November,1995,0.511
Temperature change,Africa,Temperature change,November,1996,0.255
Temperature change,Africa,Temperature change,November,1997,0.898
Temperature change,Africa,Temperature change,November,1998,0.654
Temperature change,Africa,Temperature change,November,1999,0.703
Temperature change,Africa,Temperature change,November,2000,0.664
Temperature change,Africa,Temperature change,November,2001,0.629
Temperature change,Africa,Temperature change,November,2002,0.767
Temperature change,Africa,Temperature change,November,2003,1.21
Temperature change,Africa,Temperature change,November,2004,1.039
Temperature change,Africa,Temperature change,November,2005,1.01
Temperature change,Africa,Temperature change,November,2006,0.345
Temperature change,Africa,Temperature change,November,2007,0.782
Temperature change,Africa,Temperature change,November,2008,0.786
Temperature change,Africa,Temperature change,November,2009,0.69
Temperature change,Africa,Temperature change,November,2010,1.463
Temperature change,Africa,Temperature change,November,2011,0.551
Temperature change,Africa,Temperature change,November,2012,1.509
Temperature change,Africa,Temperature change,November,2013,1.061
Temperature change,Africa,Temperature change,November,2014,1.048
Temperature change,Africa,Temperature change,November,2015,1.124
Temperature change,Africa,Temperature change,November,2016,1.739
Temperature change,Africa,Temperature change,November,2017,0.782
Temperature change,Africa,Temperature change,November,2018,1.344
Temperature change,Africa,Temperature change,November,2019,1.773
Temperature change,Africa,Temperature change,November,2020,1.08
Temperature change,Africa,Temperature change,December,1990,1.104
Temperature change,Africa,Temperature change,December,1991,-0.417
Temperature change,Africa,Temperature change,December,1992,0.336
Temperature change,Africa,Temperature change,December,1993,0.745
Temperature change,Africa,Temperature change,December,1994,0.031
Temperature change,Africa,Temperature change,December,1995,0.763
Temperature change,Africa,Temperature change,December,1996,0.749
Temperature change,Africa,Temperature change,December,1997,0.676
Temperature change,Africa,Temperature change,December,1998,0.479
Temperature change,Africa,Temperature change,December,1999,0.37
Temperature change,Africa,Temperature change,December,2000,0.543
Temperature change,Africa,Temperature change,December,2001,1.082
Temperature change,Africa,Temperature change,December,2002,1.072
Temperature change,Africa,Temperature change,December,2003,0.755
Temperature change,Africa,Temperature change,December,2004,1.023
Temperature change,Africa,Temperature change,December,2005,1.266
Temperature change,Africa,Temperature change,December,2006,0.113
Temperature change,Africa,Temperature change,December,2007,0.522
Temperature change,Africa,Temperature change,December,2008,1.043
Temperature change,Africa,Temperature change,December,2009,1.54
Temperature change,Africa,Temperature change,December,2010,1.152
Temperature change,Africa,Temperature change,December,2011,0.121
Temperature change,Africa,Temperature change,December,2012,0.76
Temperature change,Africa,Temperature change,December,2013,0.572
Temperature change,Africa,Temperature change,December,2014,0.88
Temperature change,Africa,Temperature change,December,2015,0.641
Temperature change,Africa,Temperature change,December,2016,1.5
Temperature change,Africa,Temperature change,December,2017,1.018
Temperature change,Africa,Temperature change,December,2018,1.034
Temperature change,Africa,Temperature change,December,2019,1.279
Temperature change,Africa,Temperature change,December,2020,1.616
